Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,Dressing room,Surface of the plot,Connection to sewer network,"Gas, water & electricity",Heat pump,Garden,Garden orientation,Conformity certification for fuel tanks, 40,50.83,4.45,Garden surface,Width of the lot on the street, 1,50.52,5.24,E-level (overall energy performance),Professional space,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Type of building,Obligation to build,How many fireplaces?,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19,Bedroom 5 surface,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 30,51.21,4.25,,50.72,4.51
10156372,"€395,000",395000€,Belgium,null,Brussels,Brussels,Bruxelles,1050,Avenue Louise 240,null,null,null,null,50.83,4.37,After signing the deed,,,2022,3,3,As new,2,,"Living area (residential, urban or rural)",107m²square meters,30m²square meters,USA hyper equipped,,3,14m²square meters,9m²square meters,1,2,,Yes,7m²square meters,Yes,Yes,Yes,Yes,,54kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,,Yes,Yes,,,,,,"€ 395,000395000 €",,No,Avenue Louise 2401050- Bruxelles,http://www.bouygues-immobilier.be,,,1,3m²square meters,,,,,,,,1,,,9m²square meters,,Evereast,Yes,West,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154682,"€965,000",965000€,Belgium,null,Brussels,Brussels,Uccle,1180,Chauss\\u00e9e de Waterloo 1382,null,null,null,null,50.79,4.38,After signing the deed,March 31 2022 - 12:00 AM,Projets Bruxelles Est,2021,5,8,As new,3,,"Living area (residential, urban or rural)",137m²square meters,,USA hyper equipped,,3,,,1,2,,No,18m²square meters,Yes,Yes,,Yes,No,55kWh/m²kilowatt hour per square meters,B,B,50 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 965,000965000 €",,No,Chaussée de Waterloo 13821180- Uccle,,4967752,,1,,,,,,,,,2,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160243,"€230,000",230000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,February 1 2024 - 12:00 AM,Gent en omstreken,2022,5,6,As new,2,1,Urban,63m²square meters,38m²square meters,Hyper equipped,,1,14m²square meters,,1,1,Yes,No,10m²square meters,Yes,Yes,,Yes,No,1kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 230,000230000 €",€ 11 €,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4970032,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160244,"€245,000",245000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,February 1 2024 - 12:00 AM,Gent en omstreken,2022,5,6,As new,2,1,Urban,63m²square meters,38m²square meters,Hyper equipped,,1,14m²square meters,,1,1,Yes,No,10m²square meters,Yes,Yes,,Yes,No,1kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 245,000245000 €",€ 11 €,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4970047,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160246,"€320,000",320000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,February 1 2024 - 12:00 AM,Gent en omstreken,2022,4,6,As new,2,1,Urban,96m²square meters,27m²square meters,Hyper equipped,7m²square meters,2,15m²square meters,11m²square meters,1,1,Yes,No,16m²square meters,Yes,No,Yes,Yes,No,1kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 320,000320000 €",€ 11 €,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4970052,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160242,"€390,000",390000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,February 1 2024 - 12:00 AM,Gent en omstreken,2022,5,6,As new,2,1,Urban,99m²square meters,34m²square meters,Hyper equipped,,2,20m²square meters,11m²square meters,1,1,Yes,No,12m²square meters,Yes,No,Yes,Yes,No,1kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 390,000390000 €",€ 11 €,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4970031,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157688,"€239,000",342000€,Belgium,null,Walloon Brabant,Nivelles,Genappe,1470,Grand Place 2,null,null,null,null,50.61,4.45,At delivery,December 15 2023 - 12:00 AM,Court-Saint-Etienne,,,,,,8,,,,,,,,,,,,,,,,,,,74kWh/m²kilowatt hour per square meters,A,Not specified,74 kg CO₂/m²,Not specified,,,,,,,,,Recognized flood zone,,,,No,Grand Place 21470- Genappe,http://www.soda.immo,4904475,,,,,,,,,,,,,,,,,,,,,,130m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157770,Make,249000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Grimbergen,1850,Brusselsesteenweg 65 ,null,null,null,null,50.93,4.36,After signing the deed,,,2010,2,,Good,2,,,92m²square meters,37m²square meters,Installed,8m²square meters,2,12m²square meters,10m²square meters,1,1,Yes,No,3m²square meters,Yes,,,,,88kWh/m²kilowatt hour per square meters,A,20220726-0002645972-RES-1,Not specified,Not specified,No,Gas,,Yes,Yes,No,Yes,No,Recognized flood zone,Green area,"Make an offer starting from€ 249,000Make an offer starting from249000 €","€ 1,0171017 €",No,Brusselsesteenweg 651850- Grimbergen,http://www.berthouts.be/nl/,1817238 - VKV-2022-0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159398,"€294,500",565000€,Belgium,null,East Flanders,Aalst,Aalst,9300,Parklaan 63,null,null,null,null,50.93,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,BEN EPB nieuwbouw,Not specified,Not specified,,,,,Yes,No,No,No,,,,,No,Parklaan 639300- Aalst,http://www.bricksimmo.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157545,"€325,000",325000€,Belgium,null,West Flanders,Brugge,Knokke - Heist,8300,Albert plein 10,null,null,null,null,51.35,3.3,After signing the deed,December 15 2022 - 12:00 AM,A - ZEEBRUGGE,1967,2,3,As new,2,,Urban,60m²square meters,,Hyper equipped,,2,,,1,1,,,,Yes,No,,Yes,No,99kWh/m²kilowatt hour per square meters,A,202210010002576698.res.2,1 kg CO₂/m²,Not specified,,Gas,,Yes,Yes,,,,Non flood zone,,"€ 325,000325000 €",€ 730730 €,No,Albert plein 108300- Knokke - Heist,http://www.cambierdenil.be,4968817,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159481,"€329,000",329000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Dworp,1653,Alsembergsesteenweg 660,null,null,null,null,50.73,4.3,After signing the deed,,,1961,1,,Good,2,,,106m²square meters,,Installed,12m²square meters,2,18m²square meters,13m²square meters,1,1,Yes,No,10m²square meters,Yes,,,,,269kWh/m²kilowatt hour per square meters,E,20211230-0000602489-01-1,Not specified,Not specified,No,Fuel oil,,Yes,,,,,,,"€ 329,000329000 €","€ 1,1151115 €",No,Alsembergsesteenweg 6601653- Dworp,http://www.multimmo.be,7807 - 3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158500,"€357,500",547500€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Chauss\\u00e9e Bara 339,null,null,null,null,50.71,4.39,At delivery,December 1 2023 - 12:00 AM,Brabant Wallon,,,,,,,,,,,,,,,,,,,,,,,,,15kWh/m²kilowatt hour per square meters,A+,Not specified,32 kg CO₂/m²,Not specified,,,,,,,,,Non flood zone,,,,No,Chaussée Bara 3391410- Waterloo,http://www.immodussart.be,4970192,,2,,,,,,,Link to the virtual visit,,,,,,,,,,,,,71m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158413,"€361,800",693450€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Chauss\\u00e9e Bara 339,null,null,null,null,50.71,4.39,Immediately,December 31 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,Non flood zone,,,,No,Chaussée Bara 3391410- Waterloo,http://www.immodussart.be,4970128,,1,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158588,"€365,000",365000€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Chauss\\u00e9e Bara 339,null,null,null,null,50.71,4.39,To be defined,December 31 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,86kWh/m²kilowatt hour per square meters,B,Not specified,100 kg CO₂/m²,Not specified,,,,,,,,,,,,,No,Chaussée Bara 3391410- Waterloo,http://www.immodussart.be,4970297,,1,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157660,"€369,000",369000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,After signing the deed,October 3 2022 - 12:00 AM,,2007,3,4,Good,2,,Urban,98m²square meters,38m²square meters,USA hyper equipped,7m²square meters,2,13m²square meters,10m²square meters,1,2,,No,10m²square meters,No,No,Yes,,No,127kWh/m²kilowatt hour per square meters,B,20220616-0002623010-RES-1,2505 kg CO₂/m²,Not specified,,Gas,,Yes,,,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 369,000369000 €",€ 781781 €,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4968527,8 m,,,,,,,,,,,Yes,,,,,,,,,,84m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158422,"€427,125",427125€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Chauss\\u00e9e Bara 339,null,null,null,null,50.71,4.39,Immediately,December 31 2022 - 12:00 AM,,,,,,,1,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,No,Chaussée Bara 3391410- Waterloo,http://www.immodussart.be,4970158,,1,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157528,Make,645000€,Belgium,null,Brussels,Brussels,Uccle,1180,Chauss\\u00e9e de Waterloo 1382,null,null,null,null,50.79,4.38,After signing the deed,October 3 2022 - 12:00 AM,Projets Bruxelles Sud,,,,,,,,,,,,,,,,,,,,,,,,,113kWh/m²kilowatt hour per square meters,C,c,Not specified,Not specified,,,,,,,,,Non flood zone,,,,No,Chaussée de Waterloo 13821180- Uccle,,4933023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158470,"€447,175",447175€,Belgium,null,Walloon Brabant,Nivelles,Waterloo,1410,Chauss\\u00e9e Bara 339,null,null,null,null,50.71,4.39,Immediately,December 31 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,Non flood zone,,,,No,Chaussée Bara 3391410- Waterloo,http://www.immodussart.be,4970177,,1,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157565,"€595,000",595000€,Belgium,null,Brussels,Brussels,Bruxelles,1150,Avenue de Tervueren 446,null,null,null,null,50.82,4.45,After signing the deed,,Bruxelles Est + Sud/Est,1964,6,7,To renovate,2,,Urban,175m²square meters,52m²square meters,Hyper equipped,13m²square meters,4,28m²square meters,12m²square meters,2,2,Yes,No,50m²square meters,Yes,,,Yes,,453kWh/m²kilowatt hour per square meters,G,20220811-0000618665-01-4,91 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,"Living area (residential, urban or rural)","€ 595,000595000 €","€ 3,3143314 €",No,Avenue de Tervueren 4461150- Bruxelles,http://www.jj-properties.be,4969237,,,,,,,,,Link to the virtual visit,,,Yes,,12m²square meters,Yes,,,,,,,,,,11m²square meters,11m²square meters,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157563,"€595,000",595000€,Belgium,null,Brussels,Brussels,Bruxelles,1150,Avenue de Tervueren 446,null,null,null,null,50.82,4.45,After signing the deed,,Bruxelles Est + Sud/Est,1964,6,7,To renovate,2,,Urban,175m²square meters,52m²square meters,Hyper equipped,13m²square meters,4,28m²square meters,12m²square meters,2,2,Yes,No,50m²square meters,Yes,,,Yes,,453kWh/m²kilowatt hour per square meters,G,20220811-0000618665-01-4,91 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,,"Living area (residential, urban or rural)","€ 595,000595000 €","€ 3,3143314 €",No,Avenue de Tervueren 4461150- Bruxelles,http://www.jj-properties.be,4968737,,,,,,,,,Link to the virtual visit,,,Yes,,12m²square meters,Yes,,,,,,,,,,11m²square meters,11m²square meters,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162161,"€299,000",299000€,Belgium,null,West Flanders,Brugge,Zedelgem,8210,Groenestraat 2,null,null,null,null,51.14,3.14,To be defined,,,,,,Good,,,,218m²square meters,34m²square meters,Installed,27m²square meters,2,10m²square meters,19m²square meters,,2,Yes,No,,,,,,,Not specified,Not specified,20211018-0002479373-KNR-1,Not specified,Not specified,,Gas,,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 299,000299000 €",,No,Groenestraat 28210- Zedelgem,,,,,,,,,,,,,,,,,,,,South,,,,,Yes,,,,,,No,240m²square meters,Connected,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162086,"€299,000",320000€,Belgium,null,Walloon Brabant,Nivelles,Nivelles,1400,Rue Seutin 2,null,null,null,null,50.6,4.32,At delivery,,LA MALOGNE,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,,,Non flood zone,,,,No,Rue Seutin 21400- Nivelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107640,"€295,000","€305,000",Belgium,null,East Flanders,Eeklo,Zelzate,9060,Franz Wittoucklaan 31,null,null,null,null,51.2,3.81,,,,1939,,,Good,2,,,,,Installed,,3,,,,2,Yes,No,,,,,,,419kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,Fuel oil,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",€ 468468 €,,Franz Wittoucklaan 319060- Zelzate,http://www.strakbv.be,,,,,,,,,,,Yes,,,,,,,Yes,South,,,Yes,,Yes,Yes,,,,,,240m²square meters,Connected,Yes,,Yes,South,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162157,"€269,000",269000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Neupr\\u00e9,4121,Route du Condroz 94,null,null,null,null,50.54,5.48,After signing the deed,,,,,,,4,3,,110m²square meters,40m²square meters,,16m²square meters,2,17m²square meters,9m²square meters,1,,,No,25m²square meters,,,,,,507kWh/m²kilowatt hour per square meters,F,20220818021263,Not specified,Not specified,No,Fuel oil,,Yes,,,,,,,"€ 269,000269000 €","€ 1,0011001 €",No,Route du Condroz 944121- Neupré,http://www.immocosy.be,1668 - 157,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,535m²square meters,,Yes,,Yes,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162153,"€895,000",895000€,Belgium,null,Brussels,Brussels,Woluwe-St-Pierre,1150,Avenue du Hockey,,,,,,,175m²square meters,,,,,,,,,,33m²square meters,Installed,2,,2,,,2,Yes,No,35m²square meters,157kWh/m²kilowatt hour per square meters,,,,,,D,202009210000,Not specified,Not specified,No,Gas,Yes,,"€ 895,000895000 €",,,,,,,No,,"Avenue du Hockey, 401150- Woluwe-St-Pierre",http://www.grandplace.be,6553 - 4811,,,,,,,latitude,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,18m²square meters,,number,longitude,Immediately,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162152,"€239,000",239000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue Nicolas Spiroux 253,null,null,null,null,50.62,5.62,,,,,,,Just renovated,3,1,Urban,167m²square meters,,Hyper equipped,,3,,,1,2,,No,,,,Yes,,,219kWh/m²kilowatt hour per square meters,C,20181030006316,Not specified,Not specified,,Gas,,Yes,,,,,,,"€ 239,000239000 €",€ 904904 €,,Rue Nicolas Spiroux 2534000- Liège,http://www.foncium.be,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,145m²square meters,Connected,Yes,,,,,,,,70m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162150,"€395,000",395000€,Belgium,null,East Flanders,Aalst,Aalst,9300,Molenstraat 77,null,null,null,null,50.94,4.04,After signing the deed,,,1960,,,To be done up,4,8,,,40m²square meters,Not installed,30m²square meters,3,10m²square meters,13m²square meters,2,,Yes,,25m²square meters,,,Yes,,,544kWh/m²kilowatt hour per square meters,F,20220927-0002683338-RES-1,Not specified,Not specified,,,,Yes,,,,,Non flood zone,,"€ 395,000395000 €","€ 1,4191419 €",No,Molenstraat 779300- Aalst,,4967257,10 m,1,,,,,,,Link to the virtual visit,,,,,15m²square meters,,,,,,,,,,Yes,,10m²square meters,Yes,,,1284m²square meters,Connected,No,,,,,,,,1100m²square meters,15 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162126,"€254,000",379000€,Belgium,null,Li\\u00e8ge,Huy,Vinalmont,4520,30 Rue de Villers,null,null,null,null,50.57,5.24,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,,,,Non flood zone,,,,No,30 Rue de Villers4520- Vinalmont,,Vaux-sur-Sûre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157831,"€1,700,000",1700000€,Belgium,null,Brussels,Brussels,Ixelles,1050,Avenue Louis Lepoutre 112,null,null,null,null,50.82,4.36,At delivery,June 1 2021 - 12:00 AM,,,,,,,1,,,,,,,,,,,,,,,,,,,65kWh/m²kilowatt hour per square meters,B,Not specified,65 kg CO₂/m²,Not specified,,,,,Yes,Yes,No,,Non flood zone,,,,No,Avenue Louis Lepoutre 1121050- Ixelles,http://www.lecobel-vaneau.be,4707179,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157787,"€1,700,000",1700000€,Belgium,null,Brussels,Brussels,Ixelles,1050,Avenue Louis Lepoutre 112,null,null,null,null,50.82,4.36,At delivery,June 1 2021 - 12:00 AM,Bruxelles Sud,,,,,,1,,,,,,,,,,,,,,,,,,,65kWh/m²kilowatt hour per square meters,B,Not specified,60 kg CO₂/m²,Not specified,,,,,Yes,Yes,No,,Non flood zone,,,,No,Avenue Louis Lepoutre 1121050- Ixelles,http://www.lecobel-vaneau.be,4516176,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156769,"€105,000",105000€,Belgium,null,East Flanders,Oudenaarde,Ronse,9600,Abeelstraat 9A,null,null,null,null,50.75,3.6,After signing the deed,,,1971,4,,To renovate,2,,,85m²square meters,,Semi equipped,,2,,,1,1,,No,3m²square meters,Yes,,,,,291kWh/m²kilowatt hour per square meters,D,20220622011057,Not specified,Not specified,No,Gas,,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 105,000105000 €",€ 875875 €,No,Abeelstraat 9A9600- Ronse,http://www.century21.be/adviesinvastgoed-ronse,14722 - 291957,,,,,,,,,,,,,,,,Marie-Thérése,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155618,"€137,500",137500€,Belgium,null,Flemish Brabant,Leuven,Leuven,3000,Vismarkt 10 c,null,null,null,null,50.88,4.7,,,,2004,4,4,Good,4,,,28m²square meters,,Installed,,1,7m²square meters,,1,1,,No,2m²square meters,Yes,,,Yes,,527kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,No,Electric,,Yes,Yes,,,,Non flood zone,,"€ 137,500137500 €",€ 705705 €,No,Vismarkt 10 c3000- Leuven,http://www.immo-time.be,3379 - 2991734,,,,,,,,,,,,,,,,Josephine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156202,"€169,500",169500€,Belgium,null,Li\\u00e8ge,Huy,Huy,4500,Rue des Brasseurs (Grand' Place),,,,,,,Résidence Beauséjour,,,3,5,Good,4,1,,,30m²square meters,Semi equipped,2,,1,,,1,Yes,No,8m²square meters,Yes,Yes,,244kWh/m²kilowatt hour per square meters,,,C,20210305022237,45 kg CO₂/m²,19863 kWh/year,No,19863,"Living area (residential, urban or rural)",,,,,,,,"€ 169,500169500 €",€ 790790 €,No,"Rue des Brasseurs (Grand' Place), 14500- Huy",http://www.trevirasquain.be,16146 - 111113879,,,80m²square meters,,,,latitude,,,,,,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,number,longitude,After signing the deed,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
