Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,E-level (overall energy performance),Heat pump,Photovoltaic solar panels,Surface of the plot,Width of the lot on the street,"Gas, water & electricity",Garden surface,Garden orientation,Conformity certification for fuel tanks,Dressing room,Professional space,Connection to sewer network,Jacuzzi,Sauna,Type of building,How many fireplaces?,Garden, 1,50.52,5.24,Air conditioning,Internet,Obligation to build,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated,Bedroom 5 surface, 69,50.46,3.96, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19, 15,50.8,5.34, 30,51.21,4.25, 9,50.81,4.43, 273,50.67,5.25,,50.72,4.51, 92,50.73, 2, 390 bus 001,51.04,3.71, 21, 518,50.79,4.49, 40,50.83,4.45, 22,3.12, 3 ,Sea view, 38,50.63,5.56, 24,50.93,4.37, ,50.82,50.74,3.6, 16,49.68,5.81,EPC description, 27,4.58, 11,4.35,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 3,4.95,Maximum duration of annuity, Place Sabatier,50.41,4.38,26,50.7,5.65,4.04,Age of annuitants, 171,49.85,5.45, Chauss\\u00e9e de Lille,50.6,3.37, 10A,50.77,4.34, 21C,50.92,4.64, 277,4.39, 238, 37-39, 33,51.27,3.03, 690,108 b21,50.86,4.31
10162840,"€269,000",269000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Vis\\u00e9,4600,Avenue Franklin Roosevelt 22A,null,null,null,null,50.74,5.69,,,,2007,,,,2,,,,42m²square meters,Installed,,3,,,1,2,,No,36m²square meters,,,,,,345kWh/m²kilowatt hour per square meters,E,20220707010844,85 kg CO₂/m²,30910 kWh/year,No,Fuel oil,No,No,,,,,,,"€ 269,000269000 €",€ 660660 €,No,Avenue Franklin Roosevelt 22A4600- Visé,http://www.waucomont.be,W3497,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,353m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162838,"€495,000",495000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Opwijk,1745,Schoolstraat 101,null,null,null,null,50.97,4.18,After signing the deed,,,,,,As new,2,,"Living area (residential, urban or rural)",175m²square meters,,Installed,,4,,,2,3,,No,,,,,,,391kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Gas,,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 495,000495000 €",€ 830830 €,,Schoolstraat 1011745- Opwijk,http://www.schoukens.be,,,,,,,,,,,Yes,,,Gino Brondeel,,,,Yes,West,,,Yes,,Yes,Yes,,,,,,,,168m²square meters,,Yes,,West,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162837,"€195,000",195000€,Belgium,null,West Flanders,Brugge,Blankenberge,8370,Franchommelaan 126,null,null,null,null,51.31,3.12,,,Zeedijk,,,,,,,"Living area (residential, urban or rural)",,,,,2,,,1,1,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,"€ 195,000195000 €",,No,Franchommelaan 1268370- Blankenberge,http://www.agencecallier.be,,,,,,,,,,,,,,,,,Residentie Calypso,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9403497,"€214,900",399900€,Belgium,null,Antwerp,Antwerp,Antwerpen ,2018,Mechelsesteenweg 176,null,null,null,null,51.2,4.41,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,,,Non flood zone,,,,No,Mechelsesteenweg 1762018- Antwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162832,"€1,130,000",1130000€,Belgium,null,Flemish Brabant,Leuven,Leuven,3000,Brusselsesteenweg 66,null,null,null,null,50.88,4.68,Immediately,,,1969,,,Good,4,8,"Living area (residential, urban or rural)",320m²square meters,36m²square meters,Hyper equipped,34m²square meters,4,25m²square meters,16m²square meters,4,4,Yes,,240m²square meters,No,,Yes,,Yes,289kWh/m²kilowatt hour per square meters,C,20220630-0002616003-RES-1,Not specified,Not specified,,Gas,Yes,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 1,130,0001130000 €",,No,Brusselsesteenweg 663000- Leuven,http://www.engelvoelkers.com/leuven-west,4971895,10 m,1,,,,,,,,,4,,,22m²square meters,,,,,,,,,,Yes,26m²square meters,19m²square meters,Yes,Yes,,,,2003m²square meters,30 mmeters,Yes,,,,,,Connected,,,,,,,,,,,,,,,19m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162831,"€289,000",289000€,Belgium,null,East Flanders,Aalst,Aalst,9300,Parklaan 187,null,null,null,null,50.93,4.04,To be defined,,,,,,To be done up,3,1,,184m²square meters,28m²square meters,Semi equipped,7m²square meters,3,17m²square meters,13m²square meters,,1,,No,,,,,,,863kWh/m²kilowatt hour per square meters,F,20220924-000268-RES-1,Not specified,Not specified,No,Fuel oil,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 289,000289000 €",€ 416416 €,No,Parklaan 1879300- Aalst,http://www.immolierman.be,,,1,,,,,,,,,,,,6m²square meters,,,,,,,,,,Yes,,,,,,No,,800m²square meters,,Yes,630m²square meters,South West,,No,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162818,"€1,895,000",1895000€,Belgium,null,Brussels,Brussels,Molenbeek,1080,Avenue Fran\\u00e7ois Sebrechts 26,null,null,null,null,50.86,4.31,After signing the deed,,Bruxelles (19 communes),1835,,,Good,2,,Urban,500m²square meters,,,,8,,,7,,Yes,No,,No,No,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,Yes,Yes,,,,,,"€ 1,895,0001895000 €",,Yes,Avenue François Sebrechts 261080- Molenbeek,http://www.perception-immobiliere.be,4971886,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,120m²square meters,,Yes,,,,,,Connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159067,"€1,390,000",1390000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Li\\u00e8ge,4000,Rue du Vieux-Mayeur 51,null,null,null,null,50.62,5.57,To be defined,,,,8,,As new,,,,234m²square meters,44m²square meters,Hyper equipped,23m²square meters,3,15m²square meters,14m²square meters,,3,Yes,No,40m²square meters,,,,,,168kWh/m²kilowatt hour per square meters,D,202207290000617886011,Not specified,Not specified,,,,Yes,,,No,No,,"Living area (residential, urban or rural)","€ 1,390,0001390000 €","€ 1,7771777 €",No,Rue du Vieux-Mayeur 514000- Liège,http://www.waw.immo,,,,,,,,,,,,,,,17m²square meters,,,,,,,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144736,"€185,000",185000€,Belgium,null,East Flanders,Dendermonde,Dendermonde,9200,Zuidlaan 2,null,null,null,null,51.03,4.1,,,,1995,,,Good,,,,77m²square meters,,Semi equipped,,2,,,1,2,,No,,,,,,,154kWh/m²kilowatt hour per square meters,B,20220928-0002684648-RES-1,Not specified,Not specified,No,Gas,,Yes,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 185,000185000 €",€ 793793 €,No,Zuidlaan 29200- Dendermonde,http://www.immotwins.be,15816 - 114121396,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143587,"€210,000",210000€,Belgium,null,West Flanders,Ieper,Ieper,8900,Rijselstraat 25,null,null,null,null,50.85,2.89,To be defined,,,,4,,Good,,,,84m²square meters,31m²square meters,Installed,12m²square meters,2,14m²square meters,14m²square meters,,1,,No,,Yes,,,,No,264kWh/m²kilowatt hour per square meters,C,20220916-000267048-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 210,000210000 €",€ 887887 €,No,Rijselstraat 258900- Ieper,,,,,,,,,,,,,,,,,,,,East,No,,,,Yes,,,,,No,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143952,"€255,000",255000€,Belgium,null,Antwerp,Antwerp,Wilrijk,2610,Prins Boudewijnlaan 122,null,null,null,null,51.18,4.42,After signing the deed,,,1980,,3,Just renovated,3,,,95m²square meters,31m²square meters,Installed,9m²square meters,2,20m²square meters,10m²square meters,1,1,,No,,,,,,,259kWh/m²kilowatt hour per square meters,C,20220228-0002552275-RES-2,Not specified,Not specified,No,,,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 255,000255000 €",€ 964964 €,No,Prins Boudewijnlaan 1222610- Wilrijk,,6007 - TK2202-11,8 m,1,,€ 153153 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108m²square meters,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144657,"€264,000",264000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Dworp,1653,Alsembergsesteenweg 660,null,null,null,null,50.73,4.3,After signing the deed,,,1996,,2,Good,2,,Countryside,70m²square meters,30m²square meters,Installed,6m²square meters,2,12m²square meters,8m²square meters,1,1,,No,50m²square meters,,,,,,497kWh/m²kilowatt hour per square meters,E,2639287,Not specified,Not specified,No,Electric,,Yes,,,,,Non flood zone,,"€ 264,000264000 €",€ 981981 €,No,Alsembergsesteenweg 6601653- Dworp,http://www.multimmo.be,7778 - 750,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143959,"€285,000",285000€,Belgium,null,Antwerp,Antwerp,Wilrijk,2610,Prins Boudewijnlaan 122,null,null,null,null,51.18,4.42,After signing the deed,,,2002,,3,As new,3,,,88m²square meters,36m²square meters,Installed,,2,12m²square meters,10m²square meters,1,1,Yes,No,,,,,,,224kWh/m²kilowatt hour per square meters,C,20220923-0002681365-RES-1,Not specified,Not specified,No,,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €","€ 1,0041004 €",No,Prins Boudewijnlaan 1222610- Wilrijk,,5986 - TK2209-14,6 m,1,,€ 6565 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58m²square meters,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144014,"€299,000",299000€,Belgium,null,Flemish Brabant,Leuven,Bierbeek,3360,Hoogstraat 2 bus 1,null,null,null,null,50.83,4.76,To be defined,,,,1,,As new,,,,160m²square meters,,Hyper equipped,,3,,,,1,,No,,,,,,,76kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,Gas,,Yes,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 299,000299000 €","€ 1,0061006 €",No,Hoogstraat 2 bus 13360- Bierbeek,,,,,,,,,,,,,,,,,,,,North West,,,,,Yes,,,,,,40,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143703,"€300,000",300000€,Belgium,null,Brussels,Brussels,Woluwe-St-Pierre,1150,Val des Seigneurs,,,,,,,Est de Bruxelles + VL,,1965,5,5,To be done up,2,Isolated,,51m²square meters,26m²square meters,Installed,7m²square meters,1,14m²square meters,1,,1,Yes,No,20m²square meters,Yes,No,No,,,670kWh/m²kilowatt hour per square meters,G,Not specified,135 kg CO₂/m²,Not specified,Gas,,"€ 300,000300000 €",,,,,,,,,No,,"Val des Seigneurs, 9a1150- Woluwe-St-Pierre",http://www.sorimo.be,4963466,,,,,,,latitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,number,longitude,Depending on the tenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142857,"€359,000",359000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Sterrebeek,1933,Tramlaan 249,null,null,null,null,50.86,4.5,,,,1964,,,As new,,1,,112m²square meters,42m²square meters,Installed,12m²square meters,2,14m²square meters,11m²square meters,1,2,,,4m²square meters,Yes,No,No,Yes,No,167kWh/m²kilowatt hour per square meters,D,20220910-0000620436-01-6,Not specified,Not specified,,Gas,,Yes,,,,,,,"€ 359,000359000 €","€ 1,0891089 €",No,Tramlaan 2491933- Sterrebeek,http://www.kasperkent.be,830 Gustave Schildkn,,,,,,,,,,,,Yes,,,,,,,No,,,,,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104179,"€599,000",599000€,Belgium,null,Brussels,Brussels,Bruxelles,1000,Rue de Spa 46,null,null,null,null,50.85,4.37,After signing the deed,,Kauwberg,,,2,Just renovated,2,,"Living area (residential, urban or rural)",131m²square meters,,Hyper equipped,,3,18m²square meters,15m²square meters,1,2,,,10m²square meters,,,,,,99kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,,Yes,Yes,,,,,"Living area (residential, urban or rural)","€ 599,000599000 €",,No,Rue de Spa 461000- Bruxelles,,,13 m,,,€ 5050 €,,,,,,,,Yes,Laurent Filippi,14m²square meters,,,Yes,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146714,"€219,000",219000€,null,null,null,null,null,null,null,null,null,null,null,null,null,Immediately,,,,3,3,Just renovated,2,,Fitted out,50m²square meters,,USA hyper equipped,,1,10m²square meters,,1,1,Yes,Yes,100m²square meters,Yes,No,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Electric,No,No,Yes,Yes,No,No,Non flood zone,,"€ 219,000219000 €",€ 814814 €,No,,,,,,,€ 7070 €,,,,,,Yes,1,Yes,,,No,,Yes,,Yes,No,Yes,,,,,,Yes,Yes,,No,No,,,,,,"Yes, conform",No,Yes,,No,No,All kind,,,,,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116515,"€75,000",75000€,Belgium,null,Walloon Brabant,Nivelles,Nivelles,1400,Rue de Namur 93,null,null,null,null,50.6,4.33,,,,1978,7,10,To be done up,2,,,24m²square meters,22m²square meters,Installed,,1,,,,1,Yes,No,,,,,,,347kWh/m²kilowatt hour per square meters,E,20180125016572,64 kg CO₂/m²,9707 kWh/year,No,Gas,,,,,,,,,"€ 75,00075000 €",€ 503503 €,No,Rue de Namur 931400- Nivelles,http://www.beaufils.be,2842 - 1379,,,,€ 120120 €,,,,,,,1,,,,,LE SENECHAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553124,"€149,000",149000€,Belgium,null,Brussels,Brussels,Bruxelles,1020,Av.de la Brise 46,null,null,null,null,50.9,4.36,After signing the deed,February 1 2022 - 12:00 AM,Bruxelles (19 communes),1969,18,18,To be done up,,,Urban,65m²square meters,25m²square meters,Installed,8m²square meters,1,14m²square meters,,1,1,Yes,,13m²square meters,Yes,Yes,,,No,179kWh/m²kilowatt hour per square meters,D,Not specified,38 kg CO₂/m²,Not specified,,Gas,,,,,,,,,"€ 149,000149000 €","€ 1,0081008 €",No,Av.de la Brise 461020- Bruxelles,http://www.urban-concept.be,4508725,,,,,,,,,Link to the virtual visit,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9559219,"€149,000",149000€,Belgium,null,Brussels,Brussels,Bruxelles,1020,Av.de la Brise 46,null,null,null,null,50.9,4.36,After signing the deed,November 30 2021 - 12:00 AM,,1966,1,1,To renovate,,,"Living area (residential, urban or rural)",61m²square meters,25m²square meters,Not installed,9m²square meters,1,13m²square meters,,1,1,,No,,Yes,No,,,No,433kWh/m²kilowatt hour per square meters,G,Not specified,113 kg CO₂/m²,Not specified,,Gas,,,,,,,,"Living area (residential, urban or rural)","€ 149,000149000 €",,No,Av.de la Brise 461020- Bruxelles,http://www.urban-concept.be,4445781,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,4m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10059046,"€149,000",149000€,Belgium,null,East Flanders,Dendermonde,Dendermonde,9200,Zuidlaan 2,null,null,null,null,51.03,4.1,After signing the deed,,,1992,1,,To be done up,3,,,66m²square meters,36m²square meters,Semi equipped,,1,,,1,1,,No,40m²square meters,Yes,,,,,308kWh/m²kilowatt hour per square meters,D,2655078-RES-1,Not specified,Not specified,No,,,Yes,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 149,000149000 €",€ 701701 €,No,Zuidlaan 29200- Dendermonde,http://www.immotwins.be,15734 - 114121369,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096523,"€165,000",165000€,Belgium,null,Brussels,Brussels,Evere,1140,Cicerolaan 33,null,null,null,null,50.86,4.42,After signing the deed,December 18 2022 - 12:00 AM,,1967,13,15,Good,,,Urban,56m²square meters,,,,1,12m²square meters,,1,1,Yes,No,,Yes,Yes,,,No,222kWh/m²kilowatt hour per square meters,E,20220811-0000618687-01-8,18 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 165,000165000 €",,No,Cicerolaan 331140- Evere,http://WWW.CASALINA.BE,4894164,,,,€ 150150 €,,,,,,,1,Yes,,,Yes,,,,Yes,,Yes,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121649,"€169,000",169000€,Belgium,null,Brussels,Brussels,Bruxelles,1090,. ,null,null,null,null,50.87,4.33,Depending on the tenant,,,1960,3,3,To be done up,2,,Urban,70m²square meters,20m²square meters,Not installed,12m²square meters,2,17m²square meters,8m²square meters,1,1,Yes,No,,No,No,,,No,200kWh/m²kilowatt hour per square meters,B,Not specified,157 kg CO₂/m²,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 169,000169000 €",,No,.1090- Bruxelles,,4933734,,,,,,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072688,"€170,000",170000€,Belgium,null,Brussels,Brussels,Bruxelles,1090,. ,null,null,null,null,50.87,4.33,Depending on the tenant,,,1960,3,3,To be done up,2,,Urban,70m²square meters,20m²square meters,Not installed,12m²square meters,2,17m²square meters,8m²square meters,1,1,Yes,No,,No,No,,,No,199kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,,Yes,,,,,Non flood zone,,"€ 170,000170000 €",,No,.1090- Bruxelles,,4892509,,,,,,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074157,"€185,000",185000€,Belgium,null,Flemish Brabant,Halle-Vilvoorde,Vilvoorde,1800,Hendrik I-lei  191\\/01,null,null,null,null,50.94,4.43,,August 23 2022 - 12:00 AM,,1969,2,2,To be done up,,,,77m²square meters,30m²square meters,Not installed,10m²square meters,2,15m²square meters,8m²square meters,1,,Yes,No,6m²square meters,,,,,,699kWh/m²kilowatt hour per square meters,F,20220616-0002624029-RES-1,11 kg CO₂/m²,Not specified,,Gas,,No,Yes,No,Yes,No,Non flood zone,,"€ 185,000185000 €",€ 446446 €,No,Hendrik I-lei191/011800- Vilvoorde,http://www.immopfaff.be,1800 Aarschotsestraa,6 m,,,,,,,,,,,,,,,AARSCHOTSESTRAAT 67 1800 VILVOORDE,,,,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
